,edit_count,sentiment,neg_sentiment
2012-08-04,1.2,-0.30968797428740397,0.44166666666666665
2012-08-05,1.1333333333333333,-0.30940869871113036,0.425
2012-08-06,1.2,-0.2650983335905605,0.40277777777777773
2012-08-07,1.3333333333333333,-0.28258787019385234,0.41388888888888886
2012-08-08,1.4,-0.2866796634925736,0.4305555555555555
2012-08-09,1.2666666666666666,-0.2706330247057809,0.40555555555555556
2012-08-10,1.3,-0.24615610016716852,0.3888888888888889
2012-08-11,1.2666666666666666,-0.22270351820521886,0.3555555555555555
2012-08-12,1.2,-0.190028242998653,0.3222222222222222
2012-08-13,1.2666666666666666,-0.22326268129878576,0.3555555555555555
2012-08-14,1.3,-0.20236647102567887,0.3555555555555555
2012-08-15,6.333333333333333,-0.18824454512990899,0.3465141612200436
2012-08-16,6.666666666666667,-0.1920058022618034,0.36318082788671024
2012-08-17,6.733333333333333,-0.15582060655087948,0.3431808278867102
2012-08-18,6.966666666666667,-0.22025217677285988,0.37651416122004355
2012-08-19,7.066666666666666,-0.2073893116427533,0.3681808278867102
2012-08-20,7.1,-0.19323616953489567,0.3598474945533769
2012-08-21,7.1,-0.19312618307071314,0.3598474945533769
2012-08-22,7.533333333333333,-0.20563950975229037,0.3829244176303
2012-08-23,7.6,-0.23866793055822147,0.4162577509636333
2012-08-24,7.666666666666667,-0.2684967144279648,0.44959108429696665
2012-08-25,7.666666666666667,-0.2684967144279648,0.44959108429696665
2012-08-26,7.666666666666667,-0.2684967144279648,0.44959108429696665
2012-08-27,7.733333333333333,-0.2941546245365311,0.4829244176303
2012-08-28,7.8,-0.3273573442249466,0.5162577509636334
2012-08-29,7.833333333333333,-0.29415054956564995,0.5162577509636334
2012-08-30,7.666666666666667,-0.26105200846483007,0.4829244176303
2012-08-31,7.7,-0.239345205818511,0.47181330651918885
2012-09-01,7.6,-0.26565055018818734,0.47181330651918885
2012-09-02,7.566666666666666,-0.2672823376075065,0.47181330651918885
2012-09-03,7.7,-0.2824901741361257,0.49681330651918887
2012-09-04,7.7,-0.2824901741361257,0.49681330651918887
2012-09-05,8.166666666666666,-0.3073580732968848,0.5092316071727836
2012-09-06,8.1,-0.2879779235549173,0.4981204960616726
2012-09-07,8.366666666666667,-0.29847228666418796,0.5047871627283392
2012-09-08,8.633333333333333,-0.3060369910326998,0.5256204960616725
2012-09-09,8.6,-0.27019363160206883,0.5089538293950059
2012-09-10,9.3,-0.2950533903878616,0.5375252579664345
2012-09-11,9.466666666666667,-0.32828367762185,0.5708585912997678
2012-09-12,9.566666666666666,-0.3282986751438862,0.5708585912997678
2012-09-13,9.566666666666666,-0.3824957381925669,0.6041919246331011
2012-09-14,4.5,-0.42861681698712517,0.6298999856352798
2012-09-15,4.166666666666667,-0.42485555985523077,0.6132333189686131
2012-09-16,4.0,-0.43018985568436796,0.5998999856352797
2012-09-17,3.7333333333333334,-0.39736777498277837,0.5665666523019464
2012-09-18,3.7,-0.3899065304526304,0.5637888745241686
2012-09-19,3.566666666666667,-0.3707769124436989,0.5387888745241686
2012-09-20,3.533333333333333,-0.3376181392598763,0.5054555411908352
2012-09-21,3.3,-0.3484002346422325,0.51015639589169
2012-09-22,3.2666666666666666,-0.3486724957452268,0.51015639589169
2012-09-23,3.3666666666666667,-0.32834986792266874,0.4968230625583567
2012-09-24,3.3666666666666667,-0.32834986792266874,0.4968230625583567
2012-09-25,3.3666666666666667,-0.32834986792266874,0.4968230625583567
2012-09-26,3.3,-0.3026919578141024,0.46348972922502335
2012-09-27,3.3,-0.3022725030408353,0.46348972922502335
2012-09-28,3.2666666666666666,-0.335479297700132,0.46348972922502335
2012-09-29,9.266666666666667,-0.33207553012100033,0.47682306255835666
2012-09-30,9.866666666666667,-0.32371422593625326,0.4720611577964519
2012-10-01,10.133333333333333,-0.35493018497856393,0.5053944911297853
2012-10-02,10.2,-0.3161206020563702,0.483172268907563
2012-10-03,12.333333333333334,-0.31586970927696384,0.48219187675070024
2012-10-04,12.8,-0.33592495988758786,0.5083823529411765
2012-10-05,15.433333333333334,-0.3337061464554873,0.507422385620915
2012-10-06,16.066666666666666,-0.3238755255489961,0.502349921852799
2012-10-07,16.066666666666666,-0.3188681725213344,0.4990165885194658
2012-10-08,15.9,-0.34449837367230807,0.5115165885194658
2012-10-09,15.9,-0.40948927760615106,0.5448499218527991
2012-10-10,15.366666666666667,-0.39316450102479555,0.5362784932813706
2012-10-11,18.066666666666666,-0.3689717495959179,0.5231001987077271
2012-10-12,18.366666666666667,-0.35049986884208284,0.5135763891839176
2012-10-13,18.433333333333334,-0.3455337171277579,0.5135763891839176
2012-10-14,18.5,-0.3454350038887239,0.5135763891839176
2012-10-15,18.533333333333335,-0.37860477412950755,0.5469097225172509
2012-10-16,18.633333333333333,-0.3915190131652199,0.5691319447394732
2012-10-17,18.633333333333333,-0.3915190131652199,0.5691319447394732
2012-10-18,19.866666666666667,-0.3802931628480067,0.5627430558505843
2012-10-19,20.3,-0.38719862549815903,0.5832558763634048
2012-10-20,20.7,-0.37938151789354946,0.5943669874745159
2012-10-21,20.833333333333332,-0.3451635033486386,0.5765892096967381
2012-10-22,20.933333333333334,-0.34511821722965436,0.5765892096967381
2012-10-23,20.866666666666667,-0.3493037759196195,0.5788114319189603
2012-10-24,20.933333333333334,-0.3813986081810229,0.6121447652522937
2012-10-25,21.333333333333332,-0.37917495673876006,0.6260336541411825
2012-10-26,22.466666666666665,-0.3802010546137754,0.6427003208078492
2012-10-27,23.166666666666668,-0.356606664347592,0.6311061179092986
2012-10-28,23.733333333333334,-0.3650661687929858,0.6526747453602789
2012-10-29,17.766666666666666,-0.34353257489331196,0.6393414120269455
2012-10-30,17.066666666666666,-0.34036877662164833,0.6218810945666281
2012-10-31,16.8,-0.3091528175793376,0.5885477612332948
2012-11-01,16.7,-0.3146755846198023,0.5774366501221836
2012-11-02,14.433333333333334,-0.2997186408705895,0.5534170422790463
2012-11-03,13.966666666666667,-0.2796633902599654,0.5272265660885702
2012-11-04,10.766666666666667,-0.26801132771640107,0.5046571216441258
2012-11-05,10.0,-0.2755387094164192,0.493062918745575
2012-11-06,9.666666666666666,-0.2659599060360888,0.473062918745575
2012-11-07,9.566666666666666,-0.23276500051660337,0.43972958541224166
2012-11-08,9.566666666666666,-0.16707322344624,0.4063962520789083
2012-11-09,9.433333333333334,-0.1917754839404722,0.4197295854122417
2012-11-10,6.566666666666666,-0.1827379481353614,0.39957454665255177
2012-11-11,6.1,-0.16796039306702745,0.37576502284302793
2012-11-12,6.0,-0.13962569200577868,0.34243168950969455
2012-11-13,5.933333333333334,-0.1397594289340827,0.34243168950969455
2012-11-14,5.9,-0.106589658693299,0.3090983561763612
2012-11-15,5.833333333333333,-0.1268046567531016,0.3202094672874724
2012-11-16,5.866666666666666,-0.15225672420775757,0.3535428006208058
2012-11-17,4.566666666666666,-0.18464007036801044,0.3710428006208057
2012-11-18,4.2,-0.2110468509410484,0.38386331344131847
2012-11-19,3.8333333333333335,-0.2501085961144497,0.4060855356635408
2012-11-20,3.5,-0.26103118859542707,0.3960855356635407
2012-11-21,3.3666666666666667,-0.22777579280548593,0.3627522023302074
2012-11-22,3.3,-0.24735154429554906,0.37386331344131857
2012-11-23,3.2666666666666666,-0.2484799933381872,0.37386331344131857
2012-11-24,2.8666666666666667,-0.2507036447804501,0.3599744245524297
2012-11-25,1.8666666666666667,-0.28290383923744816,0.37664109121909634
2012-11-26,1.1666666666666667,-0.3048537244399389,0.3882352941176471
2012-11-27,0.6666666666666666,-0.32941103676954914,0.4
2012-11-28,0.6333333333333333,-0.3543483982483547,0.4
2012-11-29,0.6333333333333333,-0.3543483982483547,0.4
2012-11-30,0.6333333333333333,-0.3543483982483547,0.4
2012-12-01,0.6333333333333333,-0.3543483982483547,0.4
2012-12-02,0.6333333333333333,-0.3543483982483547,0.4
2012-12-03,0.6333333333333333,-0.3543483982483547,0.4
2012-12-04,0.6666666666666666,-0.3873505065838497,0.43333333333333335
2012-12-05,0.7666666666666667,-0.4201750235425102,0.4666666666666667
2012-12-06,0.7666666666666667,-0.4201750235425102,0.4666666666666667
2012-12-07,0.7666666666666667,-0.4201750235425102,0.4666666666666667
2012-12-08,0.7333333333333333,-0.4525801158613629,0.4666666666666667
2012-12-09,0.7,-0.4193428731626935,0.43333333333333335
2012-12-10,0.7,-0.4193428731626935,0.43333333333333335
2012-12-11,0.7,-0.4193428731626935,0.43333333333333335
2012-12-12,0.7,-0.4193428731626935,0.43333333333333335
2012-12-13,0.6666666666666666,-0.38614763385719725,0.4
2012-12-14,0.6666666666666666,-0.38614763385719725,0.4
2012-12-15,0.6333333333333333,-0.35301839676168234,0.36666666666666664
2012-12-16,0.6,-0.32756632930702634,0.3333333333333333
2012-12-17,0.5666666666666667,-0.29425612257586586,0.3
2012-12-18,0.5666666666666667,-0.2673932280805376,0.2833333333333333
2012-12-19,0.5333333333333333,-0.2361485905117459,0.25
2012-12-20,0.6666666666666666,-0.2565767394171821,0.275
2012-12-21,0.7666666666666667,-0.28985154430071514,0.30833333333333335
2012-12-22,0.7333333333333333,-0.2565840780735016,0.275
2012-12-23,0.7333333333333333,-0.2565179685751597,0.275
2012-12-24,0.7333333333333333,-0.2565179685751597,0.275
2012-12-25,0.6,-0.22329167624314625,0.24166666666666667
2012-12-26,0.6333333333333333,-0.2032763020859824,0.23055555555555554
2012-12-27,0.6,-0.1372293707397249,0.19722222222222222
2012-12-28,0.6,-0.1372293707397249,0.19722222222222222
2012-12-29,0.6,-0.1372293707397249,0.19722222222222222
2012-12-30,0.6,-0.1372293707397249,0.19722222222222222
2012-12-31,0.6333333333333333,-0.16725831594732074,0.23055555555555554
2013-01-01,0.6666666666666666,-0.200142929620213,0.2638888888888889
2013-01-02,0.9333333333333333,-0.209372826334503,0.2847222222222222
2013-01-03,1.7666666666666666,-0.1764116014361891,0.26805555555555555
2013-01-04,2.2,-0.13849699173409208,0.24930555555555553
2013-01-05,2.2,-0.13849699173409208,0.24930555555555553
2013-01-06,2.2666666666666666,-0.17163040910202726,0.2826388888888889
2013-01-07,2.566666666666667,-0.18352674716749254,0.3048611111111111
2013-01-08,2.6,-0.1510274218920714,0.3048611111111111
2013-01-09,2.6333333333333333,-0.18432909919856452,0.3381944444444444
2013-01-10,3.066666666666667,-0.19712144576777252,0.3612713675213675
2013-01-11,3.6,-0.1925766822523796,0.3737713675213675
2013-01-12,3.6,-0.1925766822523796,0.3737713675213675
2013-01-13,3.6333333333333333,-0.1600755887058301,0.3737713675213675
2013-01-14,3.6666666666666665,-0.128056166254175,0.3737713675213675
2013-01-15,3.6666666666666665,-0.128056166254175,0.3737713675213675
2013-01-16,3.6666666666666665,-0.128056166254175,0.3737713675213675
2013-01-17,3.6,-0.12160681752631299,0.35710470085470086
2013-01-18,3.6333333333333333,-0.1548894730038368,0.3904380341880342
2013-01-19,3.5,-0.1344613240984006,0.36543803418803417
2013-01-20,3.466666666666667,-0.1318831318113794,0.36543803418803417
2013-01-21,3.533333333333333,-0.13210335309243101,0.38210470085470083
2013-01-22,3.5,-0.09894618128673136,0.3487713675213675
2013-01-23,4.933333333333334,-0.10452106807634896,0.36892640628105744
2013-01-24,5.166666666666667,-0.13056051489574522,0.40225973961439077
2013-01-25,6.466666666666667,-0.12547381240891983,0.3990851364397876
2013-01-26,6.633333333333334,-0.16924799864922202,0.42130735866200986
2013-01-27,7.466666666666667,-0.16631081487173077,0.4359740253286765
2013-01-28,8.966666666666667,-0.18013810258100224,0.4596777290323802
2013-01-29,9.333333333333334,-0.17670877625625037,0.4748292441838953
2013-01-30,9.4,-0.17847629173014598,0.4748292441838953
2013-01-31,9.466666666666667,-0.17478495753553874,0.4748292441838953
2013-02-01,9.2,-0.16555506082124877,0.453995910850562
2013-02-02,8.333333333333334,-0.16551417738406768,0.43732924418389535
2013-02-03,7.833333333333333,-0.13728956721930613,0.422745910850562
2013-02-04,7.9,-0.13748079481431752,0.4394125775172287
2013-02-05,7.833333333333333,-0.10434737744638233,0.40607924418389535
2013-02-06,8.066666666666666,-0.09540446182299561,0.4026070219616731
2013-02-07,8.033333333333333,-0.12790378709841674,0.4026070219616731
2013-02-08,9.733333333333333,-0.10086119063597136,0.388504457859109
2013-02-09,10.766666666666667,-0.10813764194229777,0.3927002620549132
2013-02-10,10.233333333333333,-0.11268240545769072,0.3802002620549132
2013-02-11,10.733333333333333,-0.11326623613218006,0.397978039832691
2013-02-12,10.833333333333334,-0.17614662105420764,0.4313113731660243
2013-02-13,11.333333333333334,-0.21200122639119162,0.4500613731660243
2013-02-14,11.366666666666667,-0.18082864487746889,0.4500613731660243
2013-02-15,11.633333333333333,-0.17537815972744958,0.4625613731660243
2013-02-16,12.333333333333334,-0.1616510302756373,0.47208518268983385
2013-02-17,12.533333333333333,-0.12659503188216983,0.4530375636422148
2013-02-18,12.733333333333333,-0.15008663700505395,0.48081534141999255
2013-02-19,13.233333333333333,-0.13689710721679357,0.4729722041650906
2013-02-20,13.2,-0.16987623994854914,0.4896388708317573
2013-02-21,13.366666666666667,-0.20310203259495724,0.5229722041650906
2013-02-22,12.266666666666667,-0.1939036691808508,0.5161504987387341
2013-02-23,12.066666666666666,-0.20105878018717885,0.5161504987387341
2013-02-24,10.8,-0.1909594170730262,0.5137695463577817
2013-02-25,10.766666666666667,-0.19776996829254254,0.5182139908022261
2013-02-26,9.966666666666667,-0.2339095538670105,0.5368806574688928
2013-02-27,8.533333333333333,-0.24223224026548135,0.5465102870985225
2013-02-28,8.533333333333333,-0.25005866535546195,0.5495405901288255
2013-03-01,8.466666666666667,-0.24973115240244545,0.5495405901288255
2013-03-02,8.4,-0.25381949724132963,0.5495405901288255
2013-03-03,9.066666666666666,-0.265692887021851,0.5728739234621588
2013-03-04,9.266666666666667,-0.2878788265722508,0.6006517012399365
2013-03-05,9.466666666666667,-0.3350054697190382,0.6244612250494603
2013-03-06,9.4,-0.33481424212402683,0.6077945583827937
2013-03-07,11.5,-0.3332111463781126,0.6231384737267089
2013-03-08,12.066666666666666,-0.3384519383426736,0.6256005949388302
2013-03-09,12.633333333333333,-0.3308302241620826,0.6373653008211833
2013-03-10,11.1,-0.3247127103098409,0.6348011982570807
2013-03-11,9.833333333333334,-0.3061126228700678,0.62419513765102
2013-03-12,11.366666666666667,-0.3215463013329532,0.6488328188104403
2013-03-13,11.033333333333333,-0.3536963795501417,0.664388374365996
2013-03-14,11.066666666666666,-0.3306737922507948,0.6510550410326625
2013-03-15,10.6,-0.3545756705481237,0.6656383743659958
2013-03-16,10.566666666666666,-0.3857482520618465,0.6656383743659958
2013-03-17,10.333333333333334,-0.3582486458498663,0.6531383743659959
2013-03-18,9.966666666666667,-0.3844841851196921,0.6669478981755197
2013-03-19,11.033333333333333,-0.3897754531126502,0.6714656026932242
2013-03-20,11.166666666666666,-0.35903080672237114,0.6570211582487797
2013-03-21,10.933333333333334,-0.3477600720662803,0.6515309621703483
2013-03-22,11.766666666666667,-0.31721594924197827,0.6361463467857329
2013-03-23,12.266666666666667,-0.27561756058997144,0.6144796801190663
2013-03-24,12.2,-0.3025929342653973,0.6303130134523997
2013-03-25,12.5,-0.2770330457833035,0.6169796801190663
2013-03-26,13.6,-0.3033181411887747,0.6282409413803276
2013-03-27,13.866666666666667,-0.2987900661906527,0.624651197790584
2013-03-28,14.3,-0.27464220768449543,0.612746435885822
2013-03-29,14.466666666666667,-0.24846611437863517,0.593698816838203
2013-03-30,14.2,-0.2767743464621003,0.6088503319897182
2013-03-31,14.566666666666666,-0.2547443475635941,0.5949614431008292
2013-04-01,16.6,-0.2213395048395118,0.5772195076169583
2013-04-02,16.033333333333335,-0.19760344831963259,0.564997285394736
2013-04-03,16.166666666666668,-0.1943079855920859,0.5638861742836251
2013-04-04,16.066666666666666,-0.18372276366003798,0.5567433171407679
2013-04-05,16.366666666666667,-0.21470754528733982,0.5900766504741012
2013-04-06,14.366666666666667,-0.21079452852024166,0.5858438462412968
2013-04-07,14.666666666666666,-0.20940454884915147,0.5844729948704456
2013-04-08,14.433333333333334,-0.21062154884275625,0.586041622321426
2013-04-09,16.866666666666667,-0.2158312923918054,0.5887842383551812
2013-04-10,17.666666666666668,-0.2293808940261489,0.596562016132959
2013-04-11,17.433333333333334,-0.22035106804029633,0.5907277537769574
2013-04-12,18.066666666666666,-0.20614519633574444,0.5837833093325131
2013-04-13,19.0,-0.2029688940038778,0.5819651275143313
2013-04-14,19.3,-0.1823250037386153,0.5698439153931191
2013-04-15,19.7,-0.18972452881807758,0.5892883598375637
2013-04-16,19.833333333333332,-0.25577223899836016,0.622621693170897
2013-04-17,20.233333333333334,-0.25507394804342354,0.6220156325648364
2013-04-18,19.5,-0.2533087822781224,0.620859272584947
2013-04-19,19.3,-0.2786842035240153,0.6325259392516137
2013-04-20,19.066666666666666,-0.2773809616088423,0.6347481614738357
2013-04-21,18.233333333333334,-0.2414727838845909,0.6167994435251177
2013-04-22,17.6,-0.2831617974253357,0.6384661101917845
2013-04-23,17.366666666666667,-0.28871200785158685,0.6426327768584511
2013-04-24,17.266666666666666,-0.27752896245864206,0.6369184911441654
2013-04-25,16.566666666666666,-0.25448565614579105,0.6235738965495708
2013-04-26,16.233333333333334,-0.27477157598936697,0.6338303068059812
2013-04-27,15.833333333333334,-0.2698340894259569,0.6290684020440764
2013-04-28,15.633333333333333,-0.24082231167303517,0.6147826877583621
2013-04-29,15.933333333333334,-0.2236676003536946,0.6064493544250288
2013-04-30,15.733333333333333,-0.2265885256397757,0.6092271322028064
2013-05-01,13.733333333333333,-0.2599258134528803,0.6269690676866774
2013-05-02,13.633333333333333,-0.2717884801922381,0.6158579565755663
2013-05-03,13.333333333333334,-0.2861762183008731,0.622524623242233
2013-05-04,13.266666666666667,-0.3140846269426883,0.6391912899088996
2013-05-05,13.2,-0.31619194304057346,0.6391912899088996
2013-05-06,13.2,-0.3134804376805,0.6391912899088997
2013-05-07,11.8,-0.3066762029449505,0.61935002006763
2013-05-08,11.466666666666667,-0.3130809171319368,0.6060166867342965
2013-05-09,8.9,-0.34074104007325173,0.619940737367208
2013-05-10,8.233333333333333,-0.33190387390959525,0.6154962929227634
2013-05-11,7.0,-0.3288224757261313,0.6133595407860113
2013-05-12,6.333333333333333,-0.32877547009592956,0.6119706518971224
2013-05-13,5.233333333333333,-0.324595068351665,0.5937888337153043
2013-05-14,4.866666666666666,-0.31750189743426965,0.5725767125031831
2013-05-15,4.533333333333333,-0.309290030585271,0.5697989347254052
2013-05-16,4.433333333333334,-0.2441119601195473,0.5364656013920719
2013-05-17,4.166666666666667,-0.2470638676118506,0.537547852474323
2013-05-18,3.7666666666666666,-0.2520509964913603,0.5399007936507937
2013-05-19,3.6333333333333333,-0.23392861651286248,0.5149007936507936
2013-05-20,3.6,-0.19567393495213417,0.4926785714285714
2013-05-21,3.6333333333333333,-0.2615707271652562,0.5260119047619047
2013-05-22,3.6333333333333333,-0.2614920530077957,0.5260119047619047
2013-05-23,3.8,-0.23064408931703795,0.509345238095238
2013-05-24,3.7333333333333334,-0.25420808098855474,0.5217261904761904
2013-05-25,3.3666666666666667,-0.2874714290811902,0.5404761904761904
2013-05-26,4.8,-0.2667696216893739,0.5303312629399586
2013-05-27,5.766666666666667,-0.2858440689661456,0.542696854337808
2013-05-28,5.733333333333333,-0.31888196591718526,0.542696854337808
2013-05-29,5.433333333333334,-0.29349334545450273,0.5288079654489191
2013-05-30,5.233333333333333,-0.2811334713384529,0.5065857432266969
2013-05-31,5.166666666666667,-0.2479194019322614,0.47325240989336353
2013-06-01,5.533333333333333,-0.2734331607361203,0.5035554401963939
2013-06-02,5.766666666666667,-0.22487111136710297,0.4785554401963939
2013-06-03,5.8,-0.22617580770183593,0.4785554401963939
2013-06-04,5.933333333333334,-0.22126348285217462,0.47552513716609085
2013-06-05,6.166666666666667,-0.24306075038187416,0.4877473593883131
2013-06-06,6.4,-0.2749422993428778,0.5210806927216465
2013-06-07,6.433333333333334,-0.30815963011654923,0.5544140260549798
2013-06-08,6.366666666666666,-0.2751481966343791,0.5210806927216465
2013-06-09,6.033333333333333,-0.2689670507279308,0.5010806927216465
2013-06-10,6.033333333333333,-0.29866046748233543,0.5177473593883131
2013-06-11,5.966666666666667,-0.30769354990792974,0.5260806927216464
2013-06-12,6.133333333333334,-0.31586123438351066,0.5460806927216464
2013-06-13,6.2,-0.31661491127483754,0.562747359388313
2013-06-14,6.3,-0.3257721846468519,0.5660806927216464
2013-06-15,6.233333333333333,-0.3578526362942925,0.5660806927216464
2013-06-16,5.766666666666667,-0.34309060993891244,0.5422711689121226
2013-06-17,5.633333333333334,-0.36959636075398605,0.555604502245456
2013-06-18,5.633333333333334,-0.36959636075398605,0.555604502245456
2013-06-19,5.566666666666666,-0.4029179360777267,0.555604502245456
2013-06-20,5.5,-0.37027409040035086,0.5222711689121227
2013-06-21,5.466666666666667,-0.33703634702266533,0.4889378355787893
2013-06-22,5.4,-0.3578036021500953,0.49727116891212264
2013-06-23,5.266666666666667,-0.3048772203236946,0.4706045022454559
2013-06-24,5.1,-0.27243476304512504,0.4372711689121226
2013-06-25,3.566666666666667,-0.25982410270292233,0.4140827631150212
2013-06-26,2.8,-0.24488602505187798,0.40588383838383835
2013-06-27,2.8,-0.24488602505187798,0.40588383838383835
2013-06-28,2.7,-0.2547240259852072,0.3947727272727272
2013-06-29,2.7,-0.2547240259852072,0.3947727272727272
2013-06-30,2.7,-0.2547240259852072,0.3947727272727272
2013-07-01,2.3666666666666667,-0.26217499744410466,0.39780303030303027
2013-07-02,2.1,-0.27745883188163395,0.38946969696969697
2013-07-03,2.0,-0.2450190085985444,0.35613636363636364
2013-07-04,1.8666666666666667,-0.24928671262093957,0.35916666666666663
2013-07-05,1.7333333333333334,-0.2480395222514395,0.3580555555555555
2013-07-06,1.5,-0.21615797329043585,0.3247222222222222
2013-07-07,1.5333333333333334,-0.21612695105965177,0.3247222222222222
2013-07-08,1.6,-0.2173613930552725,0.34138888888888885
2013-07-09,1.6666666666666667,-0.25025086550012465,0.3747222222222222
2013-07-10,1.6,-0.21723499445215105,0.34138888888888885
2013-07-11,1.6,-0.18928778318658707,0.3247222222222222
2013-07-12,1.4666666666666666,-0.15116653351083637,0.30472222222222217
2013-07-13,1.4,-0.15041285661950946,0.2880555555555555
2013-07-14,1.2666666666666666,-0.17509783693249265,0.3013888888888889
2013-07-15,1.2666666666666666,-0.17509783693249265,0.3013888888888889
2013-07-16,1.3,-0.2076736667563045,0.3347222222222222
2013-07-17,1.2666666666666666,-0.1744280277500077,0.3013888888888889
2013-07-18,1.2666666666666666,-0.1744280277500077,0.3013888888888889
2013-07-19,1.3,-0.20774076966539262,0.3347222222222222
2013-07-20,1.3,-0.20774076966539262,0.3347222222222222
2013-07-21,1.3,-0.20774076966539262,0.3347222222222222
2013-07-22,1.1666666666666667,-0.1889193707515323,0.3097222222222222
2013-07-23,1.1666666666666667,-0.2551451418607954,0.34305555555555556
2013-07-24,1.1666666666666667,-0.2551451418607954,0.34305555555555556
2013-07-25,1.2,-0.2233375483562076,0.34305555555555556
2013-07-26,0.9333333333333333,-0.2150841220030709,0.3222222222222222
2013-07-27,1.1,-0.22456178981160363,0.3422222222222222
2013-07-28,1.1,-0.22456178981160363,0.3422222222222222
2013-07-29,1.1,-0.22456178981160363,0.3422222222222222
2013-07-30,1.1,-0.22456178981160363,0.3422222222222222
2013-07-31,1.2333333333333334,-0.18521701055859763,0.3222222222222222
2013-08-01,1.3666666666666667,-0.2045724258630995,0.3472222222222222
2013-08-02,1.3666666666666667,-0.2045724258630995,0.3472222222222222
2013-08-03,1.1333333333333333,-0.1721249489651786,0.3138888888888889
2013-08-04,1.0,-0.16112975001335147,0.30833333333333335
2013-08-05,1.0333333333333334,-0.19372192939122523,0.3416666666666667
2013-08-06,1.0,-0.12878233512242637,0.30833333333333335
2013-08-07,1.0,-0.12337352852026623,0.30833333333333335
2013-08-08,0.9666666666666667,-0.12380188028017682,0.30833333333333335
2013-08-09,0.9666666666666667,-0.12380188028017682,0.30833333333333335
2013-08-10,0.9333333333333333,-0.09232580582300824,0.2916666666666667
2013-08-11,0.9,-0.12227937102317812,0.2916666666666667
2013-08-12,0.9,-0.12227937102317812,0.2916666666666667
2013-08-13,0.9,-0.12221199393272401,0.2916666666666667
2013-08-14,1.0,-0.11163231452306113,0.30277777777777776
2013-08-15,1.2666666666666666,-0.10395369141190143,0.29907407407407405
2013-08-16,1.2666666666666666,-0.10395369141190143,0.29907407407407405
2013-08-17,1.3,-0.13721710054962727,0.3324074074074074
2013-08-18,1.2666666666666666,-0.10390435863424233,0.29907407407407405
2013-08-19,1.3666666666666667,-0.13627649157135577,0.3324074074074074
2013-08-20,1.6666666666666667,-0.15420158138981574,0.35833333333333334
2013-08-21,1.7,-0.1292642199110102,0.35833333333333334
2013-08-22,1.8,-0.11386659176261338,0.35
2013-08-23,1.8666666666666667,-0.14643193712940925,0.38333333333333336
2013-08-24,1.9333333333333333,-0.21100286541161717,0.4166666666666667
2013-08-25,1.9333333333333333,-0.21100286541161717,0.4166666666666667
2013-08-26,1.8,-0.16910965857682406,0.39666666666666667
2013-08-27,1.8,-0.16910965857682406,0.39666666666666667
2013-08-28,1.8,-0.16910965857682406,0.39666666666666667
2013-08-29,1.8,-0.16910965857682406,0.39666666666666667
2013-08-30,1.8,-0.1955109689412294,0.41
2013-08-31,1.7,-0.20876109836278142,0.4183333333333333
2013-09-01,1.8333333333333333,-0.2273226165550727,0.4433333333333333
2013-09-02,1.8666666666666667,-0.2605892383831519,0.4766666666666666
2013-09-03,1.8666666666666667,-0.28807145494001885,0.4933333333333333
2013-09-04,1.8666666666666667,-0.28871037500875973,0.4933333333333333
2013-09-05,1.8333333333333333,-0.3204636607346712,0.4933333333333333
2013-09-06,1.7666666666666666,-0.32463802534121056,0.4766666666666666
2013-09-07,1.7333333333333334,-0.2913202011364478,0.4433333333333333
2013-09-08,1.7333333333333334,-0.2913202011364478,0.4433333333333333
2013-09-09,1.7,-0.3232293728766618,0.4433333333333333
2013-09-10,1.7,-0.3232293728766618,0.4433333333333333
2013-09-11,1.7,-0.3232293728766618,0.4433333333333333
2013-09-12,1.6666666666666667,-0.2902668380516547,0.41
2013-09-13,1.5666666666666667,-0.3008465174613176,0.39888888888888885
2013-09-14,1.2666666666666666,-0.27594931074866547,0.36925925925925923
2013-09-15,1.2666666666666666,-0.27594931074866547,0.36925925925925923
2013-09-16,1.2666666666666666,-0.20938161362100532,0.3359259259259259
2013-09-17,1.2666666666666666,-0.20938161362100532,0.3359259259259259
2013-09-18,1.1666666666666667,-0.17700948068389188,0.3025925925925926
2013-09-19,0.8666666666666667,-0.1590843908654319,0.2766666666666666
2013-09-20,0.8333333333333334,-0.18402175234423745,0.2766666666666666
2013-09-21,0.7,-0.16610437558756935,0.25166666666666665
2013-09-22,0.7666666666666667,-0.11692986862527001,0.22666666666666666
2013-09-23,0.6666666666666666,-0.08416653384764991,0.19333333333333333
2013-09-24,0.6666666666666666,-0.08416653384764991,0.19333333333333333
2013-09-25,0.6333333333333333,-0.11658207287391029,0.19333333333333333
2013-09-26,0.7,-0.08594075749317807,0.19333333333333333
2013-09-27,0.7,-0.08594075749317807,0.19333333333333333
2013-09-28,0.7333333333333333,-0.05320764094591143,0.19333333333333333
2013-09-29,0.5666666666666667,-0.03318637957175574,0.16666666666666666
2013-09-30,0.5333333333333333,-0.0005808348457018683,0.13333333333333333
2013-10-01,0.43333333333333335,0.042918044825394935,0.10833333333333334
2013-10-02,0.43333333333333335,0.043572869400183345,0.10833333333333334
2013-10-03,0.5666666666666667,0.059052064849270704,0.0972222222222222
2013-10-04,0.5333333333333333,0.09228316429588528,0.06388888888888887
2013-10-05,0.8333333333333334,0.08182583600282665,0.08611111111111108
